ba7r,label,
وهو دونها حُجبُ,13,
أبطأوا بزفتها,13,
والزفافُ مرتقبُ,13,
أو كخدٍ أغيدَ لو,13,
لم يسلْ بها العنبُ,13,
أو كأنها شفة,13,
عضها فتىً وصبُ,13,
أو كدمعِ ذي كلف,13,
بالدماءِ ينسكبُ,13,
أو كقلبِ ذي حسدٍ,13,
مازالَ يلتهبُ,13,
إن لثمتها جذبتْ,13,
معطفي فينجذبُ,13,
ينبري لها رشأ,13,
هزَّ عطفه الطربُ,13,
في القلوبِ مختبئ,13,
للقلوبِ مختلبُ,13,
خدهُ بحمرتها,13,
كالبنانِ مختضبُ,13,
تلعبُ المدامُ بهِ,13,
كلما احتسى يثبُ,13,
وهو منها في ضحكٍ,13,
وهي منهُ تنتحبُ,13,
من كمثلي إن ذكروا,13,
من سما بهِ الأدبُ,13,
شيمةٌ مخلفةٌ,13,
نافستْ بها العربُ,13,
إنها المعادن لم,13,
يصد مثلها الذهبُ,13,
يا ضلوعي ما برحَ,13,
القلبُ فيكِ يضطربُ,13,
دارتْ العيونُ بهِ,13,
فهو بينها نهبُ,13,
وانجلتْ لواحظها,13,
فانجلى لهُ العطبُ,13,
أعينٌ يموجُ بها,13,
سحرها فينسربُ,13,
كم صرعنَ من أسدٍ,13,
حينَ غالبوا غلبوا,13,
في جفونها رسلٌ,13,
لم تجئ بها كتبُ,13,
ويحَ من أحبَّ أما,13,
ينقضي لهُ أربُ,13,
إن أراحهُ تعبٌ,13,
شفَّ قلبهُ تعبُ,13,
كَم تَهيمُ كم تَجِبُ,13,
كم تَهي وَتَضطَرِبُ,13,
كُلما أَقولُ سَلا,13,
جَدَّ ذلك اللَعِبُ,13,
كُلَّما أَقولُ خَبا,13,
شَبَّ ذلك اللَهَبُ,13,
أَيُّها الفُؤادُ تما,13,
ديكَ في الهَوى عَجبُ,13,
ما نِفارُ فاتِنَتي,13,
يا تُرى لهُ سَبَبُ,13,
غيرَ أَنَّني كَلِفٌ,13,
في الهَوى بها تَعِبُ,13,
ذاكِرٌ إِذا نَسيَت,13,
قائِمٌ بما يجِبُ,13,
فِتنَتي الجَمالُ وَعُذ,13,
رى الجمالُ وَالأَدَبُ,13,
هَل دَرَت بِمَن حَمَلَت,13,
في المَهامهِ النُجُبُ,13,
هَل دَرَت مَكانةَ عَبّا,13,
سَ بينَ مَن رَكِبوا,13,
فَهيَ لَم يُلِمَّ بها,13,
في طريقِها لَغَبُ,13,
بل عَدَت وَلَذَّ لها,13,
في المَفاوِزِ الخَبَبُ,13,
هل رَأت وجوهَهُمُ,13,
في سَمائِها الشُهُب,13,
فَهيَ في مَنازِلها,13,
ساهرٌ وَمُرتَقِب,13,
هَل رَأَيتَ من ذَهَبوا,13,
قافِلينَ لا ذَهبوا,13,
لا عَدِمتَ رَكبَهُمُ,13,
في الصَباح إِذ رَكِبوا,13,
وَالحِجازُ قِبلَتُهُم,13,
وَالفُروضُ وَالقُرَب,13,
وَالنَبِيُّ يَطلُبُهم,13,
وَالمُحِبُّ يَقتَربُ,13,
وَالحَنينُ يَجذُبُهُم,13,
وَالمَشوقُ يَنجَذِب,13,
وَالجَلال يُؤنِسُهم,13,
وَالنجارُ وَالحَسَبُ,13,
هاتِ يا بَشيرُ أَدِر,13,
ذِكرَهُم أَلا اِقتَرَبوا,13,
ما الذي تُرَدِّدُه,13,
في بِلادِها العَرَبُ,13,
سالَ في رُبوعِهِمُ,13,
مِن نَداهُمُ الذَهَبُ,13,
وَاِنبَرَت تُقَلِّدُهُم,13,
مِن سمائِها السُحُبُ,13,
فَالفَقيرُ جاءَ لهُ,13,
في ديارهِ النَشبُ,13,
وَالسُهولُ واصَلَها,13,
بَعدَ هَجرِهِ العُشُب,13,
إيهِ يا بَشيرُ أَفِض,13,
ما تَقولُ مُقتَضَبُ,13,
إِن تَزِد فَذو كرمٍ,13,
لِلكِرامِ يَنتَسِبُ,13,
أَو تُرِد فَمَوعِدُنا,13,
ما سَتَشرَحُ الخُطَبُ,13,
وَالنَدِيُّ تَمرَحُ في,13,
هِ القَصائِدُ القُشُبُ,13,
وَالذي سَتَحفَظهُ,13,
في صُدورِها الكُتُبُ,13,
لا إله إلا الله,13,
قولُ عارفٍ أوّاه,13,
أظهرت شهادته,13,
حكمَ كلِّ من ناداه,13,
إن دعاه موجده,13,
فالذي دعا لباه,13,
من وجودنا فلذا,13,
قلتُ إنني إيّاه,13,
الذَنبُ ذَنبُ طَرفي,14,
في الحُبِّ إِذا رَنا,14,
فَكَم أَخَذتُ قَلبي,14,
ظُلماً وَما جَنا,14,
نامَ في خَفاء جِسم,14,
في البُرد ناحلِ,14,
لَم يَبقَ غير رسم,14,
تَحتَ الغَلائِل,14,
وَدمع عينيَ يهمي,14,
يَهدي عَواذِلي,14,
الثِياب تَخفي,14,
ما بي مِن الضَنا,14,
شحوبي,14,
تَنسى فيفطنا,14,
قَد لَجَّ في هَواه,14,
أَو في نَوى قَذفِ,14,
غَضبان ما رضاهُ,14,
مِنّي سوى التلفِ,14,
يُسرِف في أَذاهُ,14,
لا خَيرَ في السَرَفِ,14,
حِبُّ يحبُّ حَتفي,14,
يَجفو إِذا دَنا,14,
قَد فاقَ كُلَّ حسن,14,
لَو كانَ مُحسِنا,14,
لَو كانَ يَدري,14,
لاحٍ يُعَنِّفُ,14,
وَفي العِذار عذري,14,
لَو كانَ يُنصِفُ,14,
يَزري بِضوء البَدر,14,
وَاللَيلُ مُسدِفُ,14,
يَهفو فَوقَ حِقف,14,
لَدناً إِذا اِنثَنى,14,
وَعهدنا بِالكُثُبِ,14,
لا تُنبِتُ القَنا,14,
مالي يَدُ فَأَقوى,14,
بالصَدِّ وَالنَوى,14,
فارحم حَليفَ بلوى,14,
قَد شفَّه الهَوى,14,
لا يَستَطيعُ شَكوى,14,
مِن شَدّة الجَوى,14,
حمل بقدر ضَعفي,14,
جِسمي مِن الضَنا,14,
ومنِّني بالكذب,14,
يا غايَةَ المُنى,14,
يا دائِم الجِدالِ,14,
تَنهى وَتأمرُ,14,
أَضحى عَلى اِبتِذالي,14,
وَفري يُشاجِرُ,14,
إِن قَلَّ وفر مالي,14,
فالعِرض وافِرُ,14,
إِن خيفَ حتف,14,
فالحَديثُ مُعلَنا,14,
طَلائِعاً وَحَسبي,14,
للخطب إِن عَنا,14,
ما العيدُ في الأَيامِ,14,
يأَتي بأوحد,14,
يا أَوحدَ الأَنامِ,14,
في كُلِّ سؤدَدِ,14,
لا زِلتَ كُلَّ عامِ,14,
عيدَ المعيِّدِ,14,
يا غَوث مَن أَتاهُ,14,
يا خيف يا مُنى,14,
يا كعبة المُلبّي,14,
في حَجّكَ الغِنى,14,
ما أَنصَفَ القَومُ ضَبَّه,14,
وَأُمَّهُ الطُرطُبَّه,14,
رَمَوا بِرَأسِ أَبيهِ,14,
وَباكَوا الأُمَّ غُلبَه,14,
فَلا بِمَن ماتَ فَخرٌ,14,
وَلا بِمَن نيكَ رَغبَه,14,
وَإِنَّما قُلتُ ما قُل,14,
تُ رَحمَةً لا مَحَبَّه,14,
وَحيلَةً لَكَ حَتّى,14,
عُذِرتَ لَو كُنتَ تيبَه,14,
وَما عَلَيكَ مِنَ القَتـ,14,
ـلِ إِنَّما هِيَ ضَربَه,14,
وَما عَلَيكَ مِنَ الغَد,14,
رِ إِنَّما هُوَ سُبَّه,14,
وَما عَلَيكَ مِنَ العا,14,
رِ إِنَّ أُمَّكَ قَحبَه,14,
وَما يَشُقُّ عَلى الكَل,14,
بِ أَن يَكونَ اِبنَ كَلبَه,14,
ما ضَرَّها مَن أَتاها,14,
وَإِنَّما ضَرَّ صُلبَه,14,
وَلَم يَنِكها وَلَكِن,14,
عِجانُها ناكَ زُبَّه,14,
يَلومُ ضَبَّةَ قَومٌ,14,
وَلا يَلومونَ قَلبَه,14,
وَقَلبُهُ يَتَشَهّى,14,
وَيُلزِمُ الجِسمَ ذَنبَه,14,
لَو أَبصَرَ الجِذعَ شَيئاً,14,
أَحَبَّ في الجِذعِ صَلبَه,14,
يا أَطيَبَ الناسِ نَفساً,14,
وَأَليَنَ الناسِ رُكبَه,14,
وَأَخبَثَ الناسِ أَصلاً,14,
في أَخبَثِ الأَرضِ تُربَه,14,
وَأَرخَصَ الناسِ أُمّاً,14,
تَبيعُ أَلفاً بِحَبَّه,14,
كُلُّ الفُعولِ سِهامٌ,14,
لِمَريَمٍ وَهيَ جَعبَه,14,
وَما عَلى مَن بِهِ الدا,14,
ءُ مِن لِقاءِ الأَطِبَّه,14,
وَلَيسَ بَينَ هَلوكٍ,14,
وَحُرَّةٍ غَيرُ خِطبَه,14,
يا قاتِلاً كُلَّ ضَيفٍ,14,
غَناهُ ضَيحٌ وَعُلبَه,14,
وَخَوفُ كُلِّ رَفيقٍ,14,
أَباتَكَ اللَيلُ جَنبَه,14,
كَذا خُلِقتَ وَمَن ذا الـ,14,
ـلَذي يُغالِبُ رَبَّه,14,
وَمَن يُبالي بِذَمٍّ,14,
إِذا تَعَوَّدَ كَسبَه,14,
أَما تَرى الخَيلَ في النَخـ,14,
ـلِ سُربَةً بَعدَ سُربَه,14,
عَلى نِسائِكَ تَجلو,14,
فَعولَها مُنذُ سَنبَه,14,
وَهُنَّ حَولَكَ يَنظُر,14,
نَ وَالأُحَيراحُ رَطبَه,14,
وَكُلُّ غُرمولِ بَغلٍ,14,
يَرَينَ يَحسُدنَ قُنبَه,14,
فَسَل فُؤادَكَ يا ضَبـ,14,
ـبَ أَينَ خَلَّفَ عُجبَه,14,
وَإِن يَخُنكَ لَعَمري,14,
لَطالَما خانَ صَحبَه,14,
وَكَيفَ تَرغَبُ فيهِ,14,
وَقَد تَبَيَّنتَ رُعبَه,14,
ما كُنتَ إِلّا ذُباباً,14,
نَفَتكَ عَنّا مِذَبَّه,14,
وَكُنتَ تَفخَرُ تيهاً,14,
فَصِرتَ تَضرِطُ رَهبَه,14,
وَإِن بَعُدنا قَليلاً,14,
حَمَلتَ رُمحاً وَحَربَه,14,
وَقُلتَ لَيتَ بِكَفّي,14,
عِنانَ جَرداءَ شَطبَه,14,
إِن أَوحَشَتكَ المَعالي,14,
فَإِنَّها دارُ غُربَه,14,
أَو آنَسَتكَ المَخازي,14,
فَإِنَّها لَكَ نِسبَه,14,
وَإِن عَرَفتَ مُرادي,14,
تَكَشَّفَت عَنكَ كُربَه,14,
وَإِن جَهِلتَ مُرادي,14,
فَإِنَّهُ بِكَ أَشبَه,14,
أنْتُم فُرُوضي ونَفلي,14,
أنْتُم حَديثي وشُغْلي,14,
يا قِبْلَتِي في صلاتي,14,
إذا وَقَفْتُ أُصلّي,14,
جَمالُكُمْ نَصْبُ عَيني,14,
إليهِ وجّهْتُ كُلّي,14,
وسِرّكُمْ في ضَميري,14,
والقلبُ طُورُ التّجَلّي,14,
آنسْتُ في الحَيّ ناراً,14,
لَيْلاً فَبَشّرْتُ أهلي,14,
قُلْتُ امْكُثُوا فَلَعَلّي,14,
أجِدْ هُدايَ لَعَلّي,14,
دَنَوْتُ مِنها فكانَتْ,14,
نارُ المُكَلَّمِ قَبلي,14,
نودِيتُ مِنها جِهاراً,14,
رُدّوا لَياليَ وَصلي,14,
حتى إذا ما تَدَانَى ال,14,
ميقَاتُ في جَمْعِ شملي,14,
صارَتْ جِباليَ دكاً,14,
منْ هَيْبَةِ المُتَجَلّي,14,
ولاحَ سرٌ خَفيٌ,14,
يَدْريهِ مَنْ كَانَ مِثْلي,14,
وصِرْتُ مُوسَى زَمَاني,14,
مذ صارَ بَعْضِيَ علّي,14,
فالموتُ فيهِ حياتي,14,
وفي حَياتيَ قَتلي,14,
أنا الفقيرُ المُعَنّى,14,
رِقُوا لِحَالي وذُلّي,14,
مشيئة الله كانت,14,
وجاء خير البنينا,14,
مباركا لأبيه,14,
وآله أجمعينا,14,
الله يلقى عليه,14,
محبة العالمينا,14,
ويجعل الخير فيه,14,
عمرا ودنيا ودينا,14,
ويا ابن عثمان بشرى,14,
بالبكر في الصالحينا,14,
إنا ولدنا وكنا,14,
من قبلكم واجِدِينا,14,
إن الأبوّة عبء,14,
ينوء بالحاملينا,14,
من العناية طورا,14,
الى الرعاية حينا,14,
وسوف نسأل عنها,14,
في العيش أو عابرينا,14,
ربّوه بالله فيما,14,
يشرف المسلمينا,14,
وخرّجوه عليما,14,
وأنشئوه مبينا,14,
وقوّموه كريما,14,
على الزمان معينا,14,
لا يلفظ اللفظ طيشا,14,
ولا يذيل اليمينا,14,
ولا يخون صديقا,14,
ولا يمين قرينا,14,
ولا يصغِّر جنسا,14,
ولا يحقِّر دينا,14,
ويصحب الناس راضـ,14,
ـين عنه أو جاهلينا,14,
لعلم فيهم مفيدا,14,
لعل منهم ثمينا,14,
وأن يكون وفيا,14,
وأن يكون أمينا,14,
وأن يكون بأوطا,14,
نه حِفيًّا ضنينا,14,
فإن أتى كل هذا,14,
حذا مثالك فينا,14,
يا مكس دنياك عاره,14,
والموت كأس مداره,14,
والدهر يوما ويوما,14,
والحال طورا وتاره,14,
والعيش زهر ربيع,14,
قصير عمر النضارة,14,
إذا بلغن التراقى,14,
فكل ربح خساره,14,
يا مكس قل لي أحق,14,
قد وسّدوك الحجارة,14,
وغيبوك طويلا,14,
أشمَّ مثل المناره,14,
عن أبيض الهند سلوالـ,14,
ـعريش والجراره,14,
ألم تكن وطنيا,14,
بكل معنى العباره,14,
فكم شهدت قتالا,14,
وكم تورّدت غاره,14,
وكم لبست صليبا,14,
على الجبين وشاره,14,
وكم نقلت جريحا,14,
فمات بالاستشاره,14,
يا مكس عشت نقيا,14,
ومت خِذن طهاره,14,
ما ضج منك زقاق,14,
ولا اشتكت منك حاره,14,
وما عضضت بحار,14,
ولا هممت بجاره,14,
ولا اشتملت جِلالا,14,
على الخنا والدعاره,14,
قد عشت في البيت عمرا,14,
وليس في البيت فاره,14,
في الهند كل فقير,14,
هدّ الصيام فقاره,14,
في الجو تخفى عليه,14,
طريقك المختاره,14,
لما جفاك ابن سينا,14,
وهام بالسيارة,14,
تفر منه وتجرى,14,
كالنحلة الدوّاره,14,
فلا إلى البوق تصغى,14,
ولا إلى الزماره,14,
وقد تهتّك فيها,14,
حتى أضاع وقاره,14,
حملت من ذاك غما,14,
أذاب منك المراره,14,
حتى انتحرت جريئا,14,
والانتحار جساره,14,
أرسلت رأسك يهوى,14,
من ربوة لقراره,14,
لِدودَةِ القَزِّ عِندي,14,
وَدودَةِ الأَضواءِ,14,
حِكايَةٌ تَشتَهيها,14,
مَسامِعُ الأَذكِياءِ,14,
لَمّا رَأَت تِلكَ هَذي,14,
تُنيرُ في الظَلماءِ,14,
سَعَت إِلَيها وَقالَت,14,
تَعيشُ ذاتُ الضِياءِ,14,
أَنا المُومَّلُ نَفعي,14,
أَنا الشَهيرُ وَفائي,14,
حَلا لِيَ النَفعُ حَتّى,14,
رَضيتُ فيهِ فَنائي,14,
وَقَد أَتَيتُ لِأَحظى,14,
بِوَجهِكِ الوَضّاءِ,14,
فَهَل لِنورِ الثُرى في,14,
مَوَدَّتي وَإِخائي,14,
قالَت عَرَضتِ عَلَينا,14,
وَجهاً بِغَيرِ حَياءِ,14,
مَن أَنتِ حَتّى تُداني,14,
ذاتَ السَنا وَالسَناءِ,14,
أَنا البَديعُ جَمالي,14,
أَنا الرَفيعُ عَلائي,14,
أَينَ الكَواكِبُ مِنّي,14,
بَل أَينَ بَدرُ السَماءِ,14,
فَاِمضي فَلا وُدَّ عِندي,14,
إِذ لَستِ مِن أَكفائي,14,
وَعِندَ ذَلِكَ مَرَّت,14,
حَسناءُ مَع حَسناءِ,14,
تَقولُ لِلَّهِ ثَوبي,14,
في حُسنِه وَالبَهاءِ,14,
كَم عِندَنا مِن أَيادٍ,14,
لِلدودَةِ الغَراءِ,14,
ثُمَّ اِنثَنَت فَأَتَت ذي,14,
تَقولُ لِلحَمقاءِ,14,
هَل عِندَكِ الآنَ شَكٌّ,14,
في رُتبَتي القَعساءِ,14,
وَقَد رَأَيتِ صَنيعي,14,
وَقَد سَمِعتِ ثَنائي,14,
إِن كانَ فيكَ ضِياءٌ,14,
إِنَّ الثَناءَ ضِيائي,14,
وَإِنَّهُ لَضِياءٌ,14,
مُؤَيَّدٌ بِالبَقاءِ,14,
اللَيثُ مَلكُ القِفارِ,14,
وَما تَضُمُّ الصَحاري,14,
سَعَت إِلَيهِ الرَعايا,14,
يَوماً بِكُلِّ اِنكِسارِ,14,
قالَت تَعيشُ وَتَبقى,14,
يا دامِيَ الأَظفارِ,14,
ماتَ الوَزيرُ فَمَن ذا,14,
يَسوسُ أَمرَ الضَواري,14,
قالَ الحِمارُ وَزيري,14,
قَضى بِهَذا اِختِياري,14,
فَاِستَضحَكَت ثُمَّ قالَت,14,
ماذا رَأى في الحِمارِ,14,
وَخَلَّفَتهُ وَطارَت,14,
بِمُضحِكِ الأَخبارِ,14,
حَتّى إِذا الشَهرُ وَلّى,14,
كَلَيلَةٍ أَو نَهارِ,14,
لَم يَشعُرِ اللَيثُ إِلّا,14,
وَمُلكُهُ في دَمارِ,14,
القِردُ عِندَ اليَمينِ,14,
وَالكَلبُ عِندَ اليَسارِ,14,
وَالقِطُّ بَينَ يَدَيهِ,14,
يَلهو بِعَظمَةِ فارِ,14,
فَقالَ مَن في جُدودي,14,
مِثلي عَديمُ الوَقارِ,14,
أَينَ اِقتِداري وَبَطشي,14,
وَهَيبَتي وَاِعتِباري,14,
فَجاءَهُ القِردُ سِرّاً,14,
وَقالَ بَعدَ اِعتِذارِ,14,
يا عالِيَ الجاهِ فينا,14,
كُن عالِيَ الأَنظارِ,14,
رَأيُ الرَعِيَّةِ فيكُم,14,
مِن رَأيِكُم في الحِمارِ,14,
مَرَّ الغُرابُ بِشاةٍ,14,
قَد غابَ عَنها الفَطيمُ,14,
تَقولُ وَالدَمعُ جار,14,
وَالقَلبُ مِنها كَليمُ,14,
يا لَيتَ شِعرِيَ يا اِبني,14,
وَواحِدي هَل تَدومُ,14,
وَهَل تَكونُ بِجَنبي,14,
غَداً عَلى ما أَرومُ,14,
فَقالَ يا أُمَّ سَعدٍ,14,
هَذا عَذابٌ أَليمُ,14,
فَكَّرتِ في الغَدِ وَالفِكـ,14,
ـرُ مُقعِدٌ وَمُقيمُ,14,
لِكُلِّ يَومٍ خُطوبٌ,14,
تَكفي وَشُغلٌ عَظيمُ,14,
وَبَينَما هُوَ يَهذي,14,
أَتى النَعِيُّ الذَميمُ,14,
يَقولُ خَلَّفتُ سَعداً,14,
وَالعَظمُ مِنهُ هَشيمُ,14,
رَأى مِنَ الذِئبِ ما قَد,14,
رَأى أَبوهُ الكَريمُ,14,
فَقالَ ذو البَينِ لِلأُمـ,14,
ـمِ حينَ وَلَّت تَهيمُ,14,
إِنَّ الحَكيمَ نَبِيٌّ,14,
لِسانُهُ مَعصومُ,14,
أَلَم أَقُل لَكِ توا,14,
لِكُلِّ يَومٍ هُمومُ,14,
قالَت صَدَقتَ وَلَكِن,14,
هَذا الكَلامُ قَديمُ,14,
فَإِنَّ قَومِيَ قالوا,14,
وَجهُ الغُرابِ مَشومُ,14,
أَدنو إِليكَ فأُقْصَى,14,
وكم أَطيعُ فأُعْصَى,14,
جَوْراً تَقَصَّيْتَ فيه,14,
وجائِرٌ من تَقَصَّى,14,
عِشْقِي كمالٌ فما لِي,14,
أَرَاهُ عِنْدَكَ نَقْصَا,14,
وليس تُحْصَى ذُنُوبي,14,
ما لَمْ يكُنْ لَيْسَ يُحْصَى,14,
حَرصْتُ فيكَ وقِدْما,14,
لم يَتْبعِ النُّجْعُ حِرْصَا,14,
سعيتُ مذ غبتَ لكن,14,
لم أَرْضَ بالشَّمْس قُرْصا,14,
فكان قَلْبِيَ قَصْراً,14,
فصارَ بالهَمِّ خُصّاً,14,
غَنَّى أَنِيني وَقَلْبِي,14,
بالخفق يَرْقُصُ رَقْصَا,14,
يا قَاسِيَ القَلْبِ مَالِي,14,
أَرَى بَنَانَكَ رَخْصَا,14,
البَدْرُ وَجْهُك لامَا,14,
يعودُ بالنقصِ دِرْصا,14,
يا خاتم الفَمِ سُؤلي,14,
أَن أَجْعَلْ اللَّثمَ فَصّاً,14,
متى أَرَاني أُفْنِي,14,
لَمىَ المراشِفِ مَصّاً,14,
أَرسلتَ طَيْفَكَ وهْماً,14,
فصارَ في العَيْنِ شخْصَا,14,
سرقتَ يا طيفُ نَوْمِي,14,
متى عَهدتُكَ لِصّاً,14,
يا طيفُ لَمْ تَخْتَرِعْ ذَا,14,
ما أَنت إِلاَّ مُوَصَّى,14,
مثلي يُسَمّى أديبا,14,
مثلي يُسَمّى أريبا,14,
إذا وَجدتُ كثيبا,14,
غَرست فيه قَضيبا,14,
وَلا أُبالي خصيبا,14,
لَقيتُه أم جَديبا,14,
أَأَزمَعتَ مِن آلِ لَيلى اِبتِكارا,15,
وَشَطَّت عَلى ذي هَوىً أَن تُزارا,15,
وَبانَت بِها غَرَباتُ النَوى,15,
وَبُدِّلتُ شَوقاً بِها وَاِدِّكارا,15,
فَفاضَت دُموعي كَفَيضِ الغُرو,15,
بِ إِمّا وَكَيفاً وَإِمّا اِنحِدارا,15,
كَما أَسلَمَ السِلكُ مِن نَظمِهِ,15,
لَآلِئَ مُنحَدِراتٍ صِغارا,15,
قَليلاً فَثَمَّ زَجَرتُ الصِبى,15,
وَعادَ عَلَيَّ عَزائي وَصارا,15,
فَأَصبَحتُ لا أَقرَبُ الغانِيا,15,
تِ مُزدَجِراً عَن هَوايَ اِزدِجارا,15,
وَإِنَّ أَخاكِ الَّذي تَعلَمينَ,15,
لَيالِيَنا إِذ نَحُلُّ الجِفارا,15,
تَبَدَّلَ بَعدَ الصِبى حِكمَةً,15,
وَقَنَّعَهُ الشَيبُ مِنهُ خِمارا,15,
أَحَلَّ بِهِ الشَيبُ أَثقالَهُ,15,
وَما اِعتَرَّهُ الشَيبُ إِلّا اِعتِرارا,15,
فَإِمّا تَرَيني عَلى آلَةٍ,15,
قَلَيتُ الصَبى وَهَجَرتُ التِجارا,15,
فَقَد أُخرِجُ الكاعِبَ المُستَرا,15,
ةَ مِن خِدرِها وَأَشيعُ القِمارا,15,
وَذاتِ نَوافٍ كَلَونِ الفُصو,15,
صِ باكَرتُها فَاِدَّمَجتُ اِبتِكارا,15,
غَدَوتُ عَلَيها قُبَيلَ الشُرو,15,
قِ إِمّا نِقالاً وَإِمّا اِغتِمارا,15,
يُعاصي العَواذِلَ طَلقُ اليَدَينِ,15,
يُرَوّي العُفاةَ وَيُرخي الإِزارا,15,
فَلَم يَنطِقِ الديكُ حَتّى مَلَأ,15,
تُ كوبَ الرَبابِ لَهُ فَاِستَدارا,15,
إِذا اِنكَبَّ أَزهَرُ بَينَ السُقاةِ,15,
تَرامَوا بِهِ غَرَباً أَو نُضارا,15,
وَشَوقِ عَلوقٍ تَناسَيتُهُ,15,
بِجَوّالَةٍ تَستَخِفُّ الضِفارا,15,
بَقِيَّةِ خَمسٍ مِنَ الرامِسا,15,
تِ بيضٍ تُشَبِّهُهُنَّ الصِوارا,15,
دُفِعنَ إِلى اِثنَينِ عِندَ الخُصو,15,
صِ قَد حَبَسا بَينَهُنَّ الإِصارا,15,
فَعادا لَهُنَّ وَرازا لَهُن,15,
نَ وَاِشتَرَكا عَمَلاً وَاِئتِمارا,15,
فَهَذا يُعِدُّ لَهُنَّ الخَلى,15,
وَيَجمَعُ ذا بَينَهُنَّ الخِضارا,15,
فَكانَت سَرِيَّتَهُنَّ الَّتي,15,
تَروقُ العُيونَ وَتَقضي السِفارا,15,
فَأَبقى رَواحي وَسَيرُ الغُدو,15,
وِ مِنها ذَواتِ حِذاءٍ قِصارا,15,
وَأَلواحَ رَهبٍ كَأَنَّ النُسو,15,
عَ أَبَنَّ في الدَفِّ مِنها سِطارا,15,
وَدَأياً تَلاحَكنَ مِثلَ الفُؤو,15,
سِ لاحَمَ مِنها السَليلُ الفِقارا,15,
فَلا تَشتَكِنَّ إِلَيَّ الوَجى,15,
وَطولَ السُرى وَاِجعَليهِ اِصطِبارا,15,
رَواحَ العَشِيِّ وَسَيرَ الغُدوِّ,15,
يَدَ الدَهرِ حَتّى تُلاقي الخِيارا,15,
تُلاقينَ قَيساً وَأَشياعَهُ,15,
يُسَعِّرُ لِلحَربِ ناراً فَنارا,15,
أَقولُ لَها حينَ جَدَّ الرَحي,15,
لُ أَبرَحتِ رَبّاً وَأَبرَحتِ جارا,15,
فَمَن مُبلِغٌ قَومَنا مالِكاً,15,
وَأَعني بِذَلِكَ بَكراً جَمارا,15,
فَدونَكُمُ رَبَّكُم حالِفوهُ,15,
إِذا ظاهَرَ المُلكُ قَوماً ظِهارا,15,
فَإِنَّ الإِلَهَ حَباكُم بِهِ,15,
إِذا اِقتَسَمَ القَومُ أَمراً كُبارا,15,
فَإِنَّ لَكُم قُربَهُ عِزَّةً,15,
وَوَسَّطَكُم مُلكَهُ وَاِستَشارا,15,
فَإِنَّ الَّذي يُرتَجى سَيبُهُ,15,
إِذا ما نَحُلُّ عَلَيهِ اِختِيارا,15,
أَخو الحَربِ إِذ لَقِحَت بازِلاً,15,
سَما لِلعُلى وَأَحَلَّ الجِمارا,15,
وَساوَرَ بِالنَقعِ نَقعِ الكَثي,15,
بِ عَبساً وَدودانَ يَوماً سِوارا,15,
فَأَقلَلتَ قَوماً وَأَعمَرتَهُم,15,
وَأَخرَبتَ مِن أَرضِ قَومٍ دِيارا,15,
عَطاءَ الإِلَهِ فَإِنَّ الإِلَ,15,
هَ يَسمَعُ في الغامِضاتِ السِرارا,15,
فَيا رُبَّ ناعِيَةٍ مِنهُمُ,15,
تَشُدُّ اللِفاقَ عَلَيها إِزارا,15,
تَنوطُ التَميمَ وَتَأبى الغَبو,15,
قَ مِن سِنَةِ النَومِ إِلّا نَهارا,15,
مَلَكتَ فَعانَقتَها لَيلَةً,15,
تَنُصُّ القُعودَ وَتَدعو يَسارا,15,
فَلا تَحسَبَنّي لَكُم كافِراً,15,
وَلا تَحسَبَنّي أُريدُ الغِيارا,15,
فَإِنّي وَجَدِّكَ لَولا تَجيءُ,15,
لَقَد قَلِقَ الحُرثُ أَن لا اِنتِظارا,15,
كَطَوفِ الغَريبَةِ وَسطَ الحِياضِ,15,
تَخافُ الرَدى وَتُريدُ الجِفارا,15,
وَيَومٍ يُبيلُ النِساءَ الدِما,15,
جَعَلتَ رِداءَكَ فيهِ خِمارا,15,
فَيا لَيلَةً لِيَ في لَعلَعٍ,15,
كَطَوفِ الغَريبِ يَخافُ الإِسارا,15,
فَلَمّا أَتانا بُعَيدَ الكَرى,15,
سَجَدنا لَهُ وَرَفَعنا عَمارا,15,
فَذاكَ أَوانُ التُقى وَالزَكى,15,
وَذاكَ أَوانٌ مِنَ المُلكِ حارا,15,
إِلى مَلِكٍ خَيرِ أَربابِهِ,15,
وَإِنَّ لِما كُلِّ شَيءٍ قَرارا,15,
إِلى حامِلِ الثِقلِ عَن أَهلِهِ,15,
إِذا الدَهرُ ساقَ الهَناتِ الكِبارا,15,
وَمَن لا تُفَزَّعُ جاراتُهُ,15,
وَمَن لا يُرى حِلمُهُ مُستَعارا,15,
وَمَن لا تُضاعُ لَهُ ذِمَّةٌ,15,
فَيَجعَلَها بَينَ عَينٍ ضِمارا,15,
وَما رائِحٌ رَوَّحَتهُ الجَنوبُ,15,
يُرَوّي الزُروعَ وَيَعلو الدِيارا,15,
يَكُبُّ السَفينَ لِأَذقانِهِ,15,
وَيَصرَعُ بِالعِبرِ أَثلاً وَزارا,15,
إِذا رَهِبَ المَوجَ نُوتِيُّهُ,15,
يَحُطُّ القِلاعَ وَيُرخي الزِيارَ,15,
بِأَجوَدَ مِنهُ بِأُدمِ الرِكا,15,
بِ لَطَّ العَلوقُ بِهِنَّ اِحمِرارا,15,
